7.27054E+18	0
8.01922E+18	1
3.04088E+18	0
4.97141E+18	1
1.83064E+17	1
8.05658E+18	1
1.89988E+18	1
5.12894E+18	1
5.04724E+18	1
3.3056E+18	0
5.77695E+18	0
3.49881E+16	1
7.43435E+18	1
5.40779E+18	1
6.88068E+17	1
2.06851E+18	1
1.86879E+18	1
3.4254E+18	1
1.13119E+18	1
1.02968E+17	0
1.44594E+18	0
8.45674E+18	0
7.62354E+18	0
3.94263E+18	0
7.51099E+16	0
2.23516E+17	1
7.64673E+17	0
2.79233E+18	1
8.04387E+18	0
8.02789E+18	1
9.03521E+18	0
5.21018E+18	0
6.36903E+18	1
7.19764E+17	0
6.27522E+18	0
7.51897E+18	1
8.2281E+18	0
4.3645E+18	0
5.1609E+18	0
3.57419E+18	1
3.79973E+18	0
8.97105E+18	1
3.03948E+17	0
4.07277E+18	1
4.22948E+17	0
2.28169E+17	1
4.69592E+18	1
5.6347E+18	1
2.13448E+18	1
7.59136E+18	1
2.27743E+17	0
3.81536E+18	1
2.40831E+17	0
1.68205E+15	1
7.02891E+18	1
8.5349E+18	0
6.04982E+17	0
4.37937E+18	0
2.56118E+18	0
3.25123E+18	0
8.5076E+18	1
1.47918E+18	1
4.59691E+18	1
7.43422E+18	1
