7270536038336708566		0
8019217342518227357		1
3040884611156577620		0
4971410678527411098		1
183064013267932758		1
8056584603037925167		1
1899884129638764508		1
5128941762697709445		1
5047244487910064394		1
3305601720113745382		0
5776953008539814370		0
34988082947722169		1
7434345681532331612		1
5407786886759427803		1
688068291500036320		1
2068510150417278708		1
1868790318480929054		1
3425404376196216488		1
1131190712360422749		1
102967645096808272		0
1445942735952374406		0
8456737838228485082		0
7623544032966572081		0
3942629391233399085		0
75109850685511728		0
223515536869223609		1
764673323466830185		0
2792331077502901882		1
8043871486090449356		0
8027891460874623856		1
9035205129603316628		0
5210176758109223792		0
6369027410439876015		1
719764136449271247		0
6275216998605832028		0
7518974182407464286		1
8228098362075889963		0
4364500170274364383		0
5160900320056121570		0
3574188741140445768		1
3799725687163235416		0
8971054323076859594		1
303947614746485290		0
4072768654844778108		1
422948319988286530		0
228169257627773589		1
4695919214544378987		1
5634695221137989240		1
2134479954298742138		1
7591363728605668117		1
227743280468209272		0
3815359581987719752		1
240831188333789404		0
1682051551566226		1
7028911732181187415		1
8534901095561461575		0
604981729275990578		0
4379371367686136078		0
2561184379973031673		0
3251231714574439892		0
8507596701451728093		1
1479176915196229414		1
4596908701725205546		1
7434222118200184219		1		
